id,Kode_Provinsi,Provinsi,Kabupaten_Kota,Jenis_Budidaya_Rumput_Laut,Tahun,Volume_Produksi_Kg,Nilai_Produksi_Rp
1.,51.,BALI,BULELENG,RUMPUT LAUT COTTONII,2019.,40500.,81000000.
2.,51.,BALI,KLUNGKUNG,RUMPUT LAUT COTTONII,2019.,465862.,676603000.
3.,51.,BALI,KLUNGKUNG,RUMPUT LAUT SPINOSUM,2019.,36300.,66622500.
4.,51.,BALI,KOTA DENPASAR,RUMPUT LAUT COTTONII,2019.,307000.,460500000.
5.,36.,BANTEN,PANDEGLANG,RUMPUT LAUT COTTONII,2019.,30140.,60280000.
6.,36.,BANTEN,PANDEGLANG,RUMPUT LAUT SPINOSUM,2019.,52200.,156600000.
7.,36.,BANTEN,SERANG,RUMPUT LAUT COTTONII,2019.,11905620.,17858430000.
8.,36.,BANTEN,SERANG,RUMPUT LAUT SPINOSUM,2019.,10016502.,15024753000.
9.,36.,BANTEN,TANGERANG,RUMPUT LAUT GRACILARIA,2019.,431104.,1724416000.
10.,17.,BENGKULU,KAUR,RUMPUT LAUT COTTONII,2019.,60000.,1500000000.
11.,31.,DKI JAKARTA,ADM. KEP. SERIBU,RUMPUT LAUT COTTONII,2019.,253615.,2028920000.
12.,75.,GORONTALO,GORONTALO UTARA,RUMPUT LAUT COTTONII,2019.,7196458.,35982290000.
13.,75.,GORONTALO,GORONTALO UTARA,RUMPUT LAUT SPINOSUM,2019.,2100000.,10500000000.
14.,75.,GORONTALO,PAHUWATO,RUMPUT LAUT COTTONII,2019.,7244.,21732000.
15.,75.,GORONTALO,PAHUWATO,RUMPUT LAUT SPINOSUM,2019.,25168.,75504000.
16.,33.,JAWA TENGAH,BREBES,RUMPUT LAUT COTTONII,2019.,10559612.,10559612000.
17.,33.,JAWA TENGAH,JEPARA,RUMPUT LAUT COTTONII,2019.,6543600.,9815400000.
18.,33.,JAWA TENGAH,JEPARA,RUMPUT LAUT SPINOSUM,2019.,10065600.,18118080000.
19.,35.,JAWA TIMUR,BANYUWANGI,RUMPUT LAUT COTTONII,2019.,1027600.,2260720000.
20.,35.,JAWA TIMUR,BANYUWANGI,RUMPUT LAUT SPINOSUM,2019.,1714400.,3771680000.
21.,35.,JAWA TIMUR,PACITAN,RUMPUT LAUT COTTONII,2019.,1125.,5625000.
22.,35.,JAWA TIMUR,PACITAN,RUMPUT LAUT SPINOSUM,2019.,55600.,278000000.
23.,35.,JAWA TIMUR,PAMEKASAN,RUMPUT LAUT COTTONII,2019.,403878.,1413573000.
24.,35.,JAWA TIMUR,PAMEKASAN,RUMPUT LAUT SPINOSUM,2019.,331128.,653595000.
25.,35.,JAWA TIMUR,SITUBONDO,RUMPUT LAUT COTTONII,2019.,51225.,72303000.
26.,35.,JAWA TIMUR,SUMENEP,RUMPUT LAUT COTTONII,2019.,670453004.,3352265020000.
27.,61.,KALIMANTAN BARAT,BENGKAYANG,RUMPUT LAUT SPINOSUM,2019.,20000.,500000000.
28.,63.,KALIMANTAN SELATAN,KOTABARU,RUMPUT LAUT COTTONII,2019.,50250.,199300000.
29.,63.,KALIMANTAN SELATAN,TANAH BUMBU,RUMPUT LAUT COTTONII,2019.,25220.,47287500.
30.,64.,KALIMANTAN TIMUR,KOTA BALIKPAPAN,RUMPUT LAUT COTTONII,2019.,25093.,96873000.
31.,64.,KALIMANTAN TIMUR,KOTA BONTANG,RUMPUT LAUT COTTONII,2019.,5619082.,13969563600.
32.,64.,KALIMANTAN TIMUR,KUTAI KARTANEGARA,RUMPUT LAUT COTTONII,2019.,653451.,2869177400.
33.,64.,KALIMANTAN TIMUR,KUTAI TIMUR,RUMPUT LAUT COTTONII,2019.,102348.,683676800.
34.,64.,KALIMANTAN TIMUR,PASER,RUMPUT LAUT COTTONII,2019.,8709.,21772500.
35.,64.,KALIMANTAN TIMUR,PENAJAM PASER UTARA,RUMPUT LAUT COTTONII,2019.,33003.,49504500.
36.,65.,KALIMANTAN UTARA,KOTA TARAKAN,RUMPUT LAUT COTTONII,2019.,152576769.,333602605500.
37.,65.,KALIMANTAN UTARA,NUNUKAN,RUMPUT LAUT COTTONII,2019.,337122356.,452339067500.
38.,21.,KEPULAUAN RIAU,KARIMUN,RUMPUT LAUT COTTONII,2019.,1004288.,9540736000.
39.,21.,KEPULAUAN RIAU,KARIMUN,RUMPUT LAUT SPINOSUM,2019.,1208760.,9670080000.
40.,21.,KEPULAUAN RIAU,KEPULAUAN ANAMBAS,RUMPUT LAUT COTTONII,2019.,1036.,9842000.
41.,21.,KEPULAUAN RIAU,KOTA BATAM,RUMPUT LAUT COTTONII,2019.,2582244.,24531318000.
42.,21.,KEPULAUAN RIAU,LINGGA,RUMPUT LAUT COTTONII,2019.,1000.,9000000.
43.,21.,KEPULAUAN RIAU,NATUNA,RUMPUT LAUT COTTONII,2019.,13690.,164280000.
44.,18.,LAMPUNG,LAMPUNG SELATAN,RUMPUT LAUT COTTONII,2019.,2048000.,4096000000.
45.,18.,LAMPUNG,LAMPUNG SELATAN,RUMPUT LAUT SPINOSUM,2019.,2133000.,4266000000.
46.,81.,MALUKU,KAB MALUKU TENGGARA BARAT,RUMPUT LAUT COTTONII,2019.,78655096.,393275480000.
47.,81.,MALUKU,KEPULAUAN ARU,RUMPUT LAUT COTTONII,2019.,24995946.,74987838000.
48.,81.,MALUKU,KOTA AMBON,RUMPUT LAUT COTTONII,2019.,228902.,1820716000.
49.,81.,MALUKU,KOTA TUAL,RUMPUT LAUT COTTONII,2019.,260350426.,611823501100.
50.,81.,MALUKU,MALUKU BARAT DAYA,RUMPUT LAUT COTTONII,2019.,19427337.,23312804400.
51.,81.,MALUKU,MALUKU TENGGARA,RUMPUT LAUT COTTONII,2019.,234606972.,557191558500.
52.,81.,MALUKU,SERAM BAGIAN BARAT,RUMPUT LAUT COTTONII,2019.,168473.,505419000.
53.,81.,MALUKU,SERAM BAGIAN TIMUR,RUMPUT LAUT COTTONII,2019.,83208.,416040000.
54.,82.,MALUKU UTARA,HALMAHERA BARAT,RUMPUT LAUT SPINOSUM,2019.,102908.,617448000.
55.,82.,MALUKU UTARA,HALMAHERA SELATAN,RUMPUT LAUT SPINOSUM,2019.,151700.,910200000.
56.,82.,MALUKU UTARA,HALMAHERA TENGAH,RUMPUT LAUT COTTONII,2019.,21000.,126000000.
57.,82.,MALUKU UTARA,HALMAHERA TENGAH,RUMPUT LAUT SPINOSUM,2019.,30969.,185814000.
58.,82.,MALUKU UTARA,HALMAHERA TIMUR,RUMPUT LAUT COTTONII,2019.,619728.,2945898000.
59.,82.,MALUKU UTARA,KEPULAUAN SULA,RUMPUT LAUT SARGASSUM,2019.,56235876.,281548704000.
60.,82.,MALUKU UTARA,KOTA TIDORE KEPULAUAN,RUMPUT LAUT COTTONII,2019.,10548.,42192000.
61.,82.,MALUKU UTARA,PULAU MOROTAI,RUMPUT LAUT SARGASSUM,2019.,5790096.,23160384000.
62.,82.,MALUKU UTARA,PULAU TALIABU,RUMPUT LAUT SARGASSUM,2019.,18592500.,86370000000.
63.,52.,NUSA TENGGARA BARAT,BIMA,RUMPUT LAUT COTTONII,2019.,55981405.,83972107500.
64.,52.,NUSA TENGGARA BARAT,BIMA,RUMPUT LAUT SPINOSUM,2019.,57020566.,85530849000.
65.,52.,NUSA TENGGARA BARAT,DOMPU,RUMPUT LAUT COTTONII,2019.,1044200.,5010250000.
66.,52.,NUSA TENGGARA BARAT,DOMPU,RUMPUT LAUT GRACILARIA,2019.,104400.,261000000.
67.,52.,NUSA TENGGARA BARAT,LOMBOK BARAT,RUMPUT LAUT SPINOSUM,2019.,52688203.,237096913500.
68.,52.,NUSA TENGGARA BARAT,LOMBOK TENGAH,RUMPUT LAUT COTTONII,2019.,27503960.,78615288250.
69.,52.,NUSA TENGGARA BARAT,LOMBOK TIMUR,RUMPUT LAUT COTTONII,2019.,3863467.,11590401000.
70.,52.,NUSA TENGGARA BARAT,LOMBOK TIMUR,RUMPUT LAUT SPINOSUM,2019.,120520.,241040000.
71.,52.,NUSA TENGGARA BARAT,SUMBAWA,RUMPUT LAUT COTTONII,2019.,580509036.,1886805240000.
72.,52.,NUSA TENGGARA BARAT,SUMBAWA BARAT,RUMPUT LAUT COTTONII,2019.,51500000.,154500000000.
73.,52.,NUSA TENGGARA BARAT,SUMBAWA BARAT,RUMPUT LAUT SPINOSUM,2019.,37672000.,111316000000.
74.,53.,NUSA TENGGARA TIMUR,ALOR,RUMPUT LAUT COTTONII,2019.,1902589.,4756472500.
75.,53.,NUSA TENGGARA TIMUR,FLORES TIMUR,RUMPUT LAUT COTTONII,2019.,112371462.,280928655000.
76.,53.,NUSA TENGGARA TIMUR,KUPANG,RUMPUT LAUT COTTONII,2019.,1277765000.,3833295000000.
77.,53.,NUSA TENGGARA TIMUR,LEMBATA,RUMPUT LAUT COTTONII,2019.,337581.,843952500.
78.,53.,NUSA TENGGARA TIMUR,LEMBATA,RUMPUT LAUT SPINOSUM,2019.,10727.,26817500.
79.,53.,NUSA TENGGARA TIMUR,NAGEKEO,RUMPUT LAUT COTTONII,2019.,60315.,180945000.
80.,53.,NUSA TENGGARA TIMUR,NGADA,RUMPUT LAUT COTTONII,2019.,299717.,1049009500.
81.,53.,NUSA TENGGARA TIMUR,ROTE NDAO,RUMPUT LAUT COTTONII,2019.,101071240.,389661197000.
82.,53.,NUSA TENGGARA TIMUR,SABU RAIJUA,RUMPUT LAUT COTTONII,2019.,75759390.,215914261500.
83.,53.,NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,RUMPUT LAUT COTTONII,2019.,3319470.,11618145000.
84.,53.,NUSA TENGGARA TIMUR,SUMBA TIMUR,RUMPUT LAUT COTTONII,2019.,22843651.,57109127500.
85.,94.,PAPUA,BIAK NUMFOR,RUMPUT LAUT COTTONII,2019.,110388.,165582000.
86.,94.,PAPUA,BIAK NUMFOR,RUMPUT LAUT SPINOSUM,2019.,272699.,272699000.
87.,94.,PAPUA,KEPULAUAN YAPEN,RUMPUT LAUT COTTONII,2019.,99250.,140281000.
88.,94.,PAPUA,SUPIORI,RUMPUT LAUT COTTONII,2019.,112640.,136640000.
89.,91.,PAPUA BARAT,FAK FAK,RUMPUT LAUT COTTONII,2019.,10163200.,50816000000.
90.,91.,PAPUA BARAT,KAIMANA,RUMPUT LAUT COTTONII,2019.,1312500.,1050000000.
91.,91.,PAPUA BARAT,RAJA AMPAT,RUMPUT LAUT COTTONII,2019.,19278.,7711200.
92.,91.,PAPUA BARAT,SORONG,RUMPUT LAUT COTTONII,2019.,120000.,540000000.
93.,91.,PAPUA BARAT,SORONG,RUMPUT LAUT SPINOSUM,2019.,155000.,1395000000.
94.,91.,PAPUA BARAT,TELUK WONDAMA,RUMPUT LAUT COTTONII,2019.,12240.,36720000.
95.,91.,PAPUA BARAT,TELUK WONDAMA,RUMPUT LAUT SPINOSUM,2019.,138920.,416760000.
96.,76.,SULAWESI BARAT,MAMUJU,RUMPUT LAUT COTTONII,2019.,56607000.,141517500000.
97.,76.,SULAWESI BARAT,MAMUJU TENGAH,RUMPUT LAUT COTTONII,2019.,2325336.,51157392000.
98.,76.,SULAWESI BARAT,POLEWALI MANDAR,RUMPUT LAUT COTTONII,2019.,11587325.,52142962500.
99.,73.,SULAWESI SELATAN,BANTAENG,RUMPUT LAUT COTTONII,2019.,16075120.,50188550000.
100.,73.,SULAWESI SELATAN,BANTAENG,RUMPUT LAUT SPINOSUM,2019.,68730164.,65677792200.
101.,73.,SULAWESI SELATAN,BARRU,RUMPUT LAUT COTTONII,2019.,1113995.,4128582500.
102.,73.,SULAWESI SELATAN,BONE,RUMPUT LAUT COTTONII,2019.,180195529.,720782116000.
103.,73.,SULAWESI SELATAN,BULUKUMBA,RUMPUT LAUT COTTONII,2019.,176529996.,706119984000.
104.,73.,SULAWESI SELATAN,JENEPONTO,RUMPUT LAUT COTTONII,2019.,138623850.,859811634000.
105.,73.,SULAWESI SELATAN,JENEPONTO,RUMPUT LAUT SPINOSUM,2019.,26413422.,110732857500.
106.,73.,SULAWESI SELATAN,KEPULAUAN SELAYAR,RUMPUT LAUT COTTONII,2019.,313304.,861586000.
107.,73.,SULAWESI SELATAN,KEPULAUAN SELAYAR,RUMPUT LAUT SPINOSUM,2019.,82445.,412225000.
108.,73.,SULAWESI SELATAN,KOTA PALOPO,RUMPUT LAUT COTTONII,2019.,26684502.,83999586600.
109.,73.,SULAWESI SELATAN,LUWU,RUMPUT LAUT COTTONII,2019.,286139720.,672708205000.
110.,73.,SULAWESI SELATAN,LUWU TIMUR,RUMPUT LAUT COTTONII,2019.,148690499.,520416746500.
111.,73.,SULAWESI SELATAN,LUWU UTARA,RUMPUT LAUT COTTONII,2019.,37299773.,102089479000.
112.,73.,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,RUMPUT LAUT COTTONII,2019.,317676000.,1195622016000.
113.,73.,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,RUMPUT LAUT SPINOSUM,2019.,117829974.,201119478000.
114.,73.,SULAWESI SELATAN,PINRANG,RUMPUT LAUT COTTONII,2019.,18459095.,66452742000.
115.,73.,SULAWESI SELATAN,PINRANG,RUMPUT LAUT GRACILARIA,2019.,207000.,77625000.
116.,73.,SULAWESI SELATAN,SINJAI,RUMPUT LAUT SPINOSUM,2019.,18165571.,15043453600.
117.,73.,SULAWESI SELATAN,TAKALAR,RUMPUT LAUT COTTONII,2019.,332781097.,1226287248900.
118.,73.,SULAWESI SELATAN,TAKALAR,RUMPUT LAUT SPINOSUM,2019.,91393060.,109671672000.
119.,73.,SULAWESI SELATAN,WAJO,RUMPUT LAUT COTTONII,2019.,433300134.,1676753937000.
120.,72.,SULAWESI TENGAH,BANGGAI,RUMPUT LAUT COTTONII,2019.,1352161.,4056483000.
121.,72.,SULAWESI TENGAH,BANGGAI,RUMPUT LAUT SPINOSUM,2019.,700.,1400000.
122.,72.,SULAWESI TENGAH,BANGGAI KEPULAUAN,RUMPUT LAUT COTTONII,2019.,678219054.,2034657162000.
123.,72.,SULAWESI TENGAH,BANGGAI LAUT,RUMPUT LAUT COTTONII,2019.,20845036.,62535108000.
124.,72.,SULAWESI TENGAH,DONGGALA,RUMPUT LAUT COTTONII,2019.,3006000.,15030000000.
125.,72.,SULAWESI TENGAH,MOROWALI,RUMPUT LAUT COTTONII,2019.,86300004.,428005020000.
126.,72.,SULAWESI TENGAH,MOROWALI,RUMPUT LAUT SPINOSUM,2019.,114940000.,229880000000.
127.,72.,SULAWESI TENGAH,MOROWALI UTARA,RUMPUT LAUT COTTONII,2019.,26731.,80193000.
128.,72.,SULAWESI TENGAH,PARIGI MOUTONG,RUMPUT LAUT COTTONII,2019.,11766582.,50274619000.
129.,72.,SULAWESI TENGAH,PARIGI MOUTONG,RUMPUT LAUT SPINOSUM,2019.,722000.,1613000000.
130.,72.,SULAWESI TENGAH,POSO,RUMPUT LAUT COTTONII,2019.,1019320.,2314168000.
131.,72.,SULAWESI TENGAH,TOJO UNA UNA,RUMPUT LAUT COTTONII,2019.,6436000.,12872000000.
132.,72.,SULAWESI TENGAH,TOLI TOLI,RUMPUT LAUT COTTONII,2019.,625002.,4114614000.
133.,72.,SULAWESI TENGAH,TOLI TOLI,RUMPUT LAUT SPINOSUM,2019.,79998.,159996000.
134.,74.,SULAWESI TENGGARA,BOMBANA,RUMPUT LAUT COTTONII,2019.,4980440.,22581720000.
135.,74.,SULAWESI TENGGARA,BOMBANA,RUMPUT LAUT SPINOSUM,2019.,18595242.,24032400000.
136.,74.,SULAWESI TENGGARA,BUTON,RUMPUT LAUT COTTONII,2019.,5136563.,22963605000.
137.,74.,SULAWESI TENGGARA,BUTON,RUMPUT LAUT SPINOSUM,2019.,1326689.,3488954000.
138.,74.,SULAWESI TENGGARA,BUTON SELATAN,RUMPUT LAUT COTTONII,2019.,3754276.,10749775000.
139.,74.,SULAWESI TENGGARA,BUTON TENGAH,RUMPUT LAUT COTTONII,2019.,11752132.,49780879500.
140.,74.,SULAWESI TENGGARA,BUTON TENGAH,RUMPUT LAUT SPINOSUM,2019.,16438205.,60318366500.
141.,74.,SULAWESI TENGGARA,BUTON UTARA,RUMPUT LAUT COTTONII,2019.,28204160.,76404400000.
142.,74.,SULAWESI TENGGARA,KOLAKA,RUMPUT LAUT COTTONII,2019.,25644468.,97895068000.
143.,74.,SULAWESI TENGGARA,KOLAKA UTARA,RUMPUT LAUT COTTONII,2019.,8554000.,25662000000.
144.,74.,SULAWESI TENGGARA,KONAWE KEPULAUAN,RUMPUT LAUT COTTONII,2019.,40000.,115000000.
145.,74.,SULAWESI TENGGARA,KONAWE KEPULAUAN,RUMPUT LAUT SPINOSUM,2019.,82500.,412500000.
146.,74.,SULAWESI TENGGARA,KONAWE SELATAN,RUMPUT LAUT COTTONII,2019.,42869516.,214347580000.
147.,74.,SULAWESI TENGGARA,KOTA BAU BAU,RUMPUT LAUT COTTONII,2019.,17965712.,53897136000.
148.,74.,SULAWESI TENGGARA,MUNA,RUMPUT LAUT COTTONII,2019.,136438631.,779448505000.
149.,74.,SULAWESI TENGGARA,MUNA BARAT,RUMPUT LAUT COTTONII,2019.,1325200.,3975600000.
150.,74.,SULAWESI TENGGARA,MUNA BARAT,RUMPUT LAUT SPINOSUM,2019.,1326000.,6630000000.
151.,74.,SULAWESI TENGGARA,WAKATOBI,RUMPUT LAUT COTTONII,2019.,4672484.,11681210000.
152.,74.,SULAWESI TENGGARA,WAKATOBI,RUMPUT LAUT SPINOSUM,2019.,17780094.,17780094000.
153.,71.,SULAWESI UTARA,MINAHASA,RUMPUT LAUT SPINOSUM,2019.,6471330.,25885320000.
154.,71.,SULAWESI UTARA,MINAHASA SELATAN,RUMPUT LAUT COTTONII,2019.,22020.,88080000.
155.,71.,SULAWESI UTARA,MINAHASA SELATAN,RUMPUT LAUT SPINOSUM,2019.,95498.,381992000.
156.,71.,SULAWESI UTARA,MINAHASA TENGGARA,RUMPUT LAUT SPINOSUM,2019.,15230.,60920000.
157.,71.,SULAWESI UTARA,MINAHASA UTARA,RUMPUT LAUT COTTONII,2019.,28444408.,98898226000.
158.,71.,SULAWESI UTARA,MINAHASA UTARA,RUMPUT LAUT SPINOSUM,2019.,322548010.,787204015000.
159.,71.,SUMATERA UTARA,NIAS UTARA,RUMPUT LAUT SPINOSUM,2019.,180000.,2700000000.
160.,51.,BALI,KLUNGKUNG,RUMPUT LAUT COTTONII,2020.,16399201.,31158481900.
161.,51.,BALI,KLUNGKUNG,RUMPUT LAUT SPINOSUM,2020.,441140.,573482000.
162.,51.,BALI,KOTA DENPASAR,RUMPUT LAUT COTTONII,2020.,305000.,427000000.
163.,36.,BANTEN,PANDEGLANG,RUMPUT LAUT SPINOSUM,2020.,31633.,126532000.
164.,36.,BANTEN,SERANG,RUMPUT LAUT COTTONII,2020.,11905620.,17858430000.
165.,36.,BANTEN,SERANG,RUMPUT LAUT SPINOSUM,2020.,10016501.,15024751500.
166.,31.,DKI JAKARTA,ADM. KEP. SERIBU,RUMPUT LAUT COTTONII,2020.,104550.,836400000.
167.,31.,DKI JAKARTA,ADM. KEP. SERIBU,RUMPUT LAUT SPINOSUM,2020.,12100.,90750000.
168.,75.,GORONTALO,GORONTALO UTARA,RUMPUT LAUT GRACILARIA,2020.,8667068.,43335340000.
169.,75.,GORONTALO,PAHUWATO,RUMPUT LAUT SPINOSUM,2020.,4200.,12600000.
170.,32.,JAWA BARAT,INDRAMAYU,RUMPUT LAUT GRACILARIA,2020.,42391305.,104416591800.
171.,32.,JAWA BARAT,KARAWANG,RUMPUT LAUT GRACILARIA,2020.,750052.,5625390000.
172.,33.,JAWA TENGAH,BREBES,RUMPUT LAUT GRACILARIA,2020.,55428502.,55428502000.
173.,33.,JAWA TENGAH,JEPARA,RUMPUT LAUT SPINOSUM,2020.,23663604.,42594487200.
174.,33.,JAWA TENGAH,KOTA TEGAL,RUMPUT LAUT GRACILARIA,2020.,160730.,723285000.
175.,35.,JAWA TIMUR,BANYUWANGI,RUMPUT LAUT COTTONII,2020.,3903000.,8586600000.
176.,35.,JAWA TIMUR,PACITAN,RUMPUT LAUT SPINOSUM,2020.,155330.,776650000.
177.,35.,JAWA TIMUR,PAMEKASAN,RUMPUT LAUT COTTONII,2020.,9600.,28800000.
178.,35.,JAWA TIMUR,SITUBONDO,RUMPUT LAUT COTTONII,2020.,198695.,422971500.
179.,35.,JAWA TIMUR,SUMENEP,RUMPUT LAUT COTTONII,2020.,683425380.,2575607170000.
180.,61.,KALIMANTAN BARAT,BENGKAYANG,RUMPUT LAUT SARGASSUM,2020.,44000.,528000000.
181.,61.,KALIMANTAN BARAT,BENGKAYANG,RUMPUT LAUT SPINOSUM,2020.,49100.,245500000.
182.,64.,KALIMANTAN TIMUR,KOTA BALIKPAPAN,RUMPUT LAUT COTTONII,2020.,77800.,311200000.
183.,64.,KALIMANTAN TIMUR,KOTA BONTANG,RUMPUT LAUT GRACILARIA,2020.,2143150.,4286300000.
184.,64.,KALIMANTAN TIMUR,KOTA BONTANG,RUMPUT LAUT SPINOSUM,2020.,1940000.,3880000000.
185.,64.,KALIMANTAN TIMUR,KUTAI KARTANEGARA,RUMPUT LAUT SPINOSUM,2020.,823716.,3883257000.
186.,64.,KALIMANTAN TIMUR,KUTAI TIMUR,RUMPUT LAUT SPINOSUM,2020.,37260.,173490000.
187.,64.,KALIMANTAN TIMUR,PASER,RUMPUT LAUT SPINOSUM,2020.,36405.,109215000.
